"H32" "PCIAD14"
"H33" "GND"
"H34" "PCIAD15"
"J01" "USB2Xcvr"
"J02" "USB2Xcvr"
"J03" "U2AGND"
"J04" "U2AVDD"
"J05" "OVDD"
"J30" "OVDD"
"J31" "PCIC1/BE1"
"J32" "PCIPar"
"J33" "PCIPErr"
"J34" "PCISErr"
"K01" "U2AGND"
"K02" "TMS"
"K03" "TDI"
"K04" "U2AGND"
"K05" "GND"
"K30" "GND"
"K31" "PCIStop"
"K32" "PCIDevSel"
"K33" "PCIIRDY"
"K34" "PCITRDY"
"L01" "U1AVDD"
"L02" "U1AVDD"
"L03" "USB2RExt"
"L04" "U2AVDD"
"L05" "VDD"
"L30" "VDD"
"L31" "PCIAD16"
"L32" "PCIFrame"
"L33" "PCIAD17"
"L34" "PCIC2/BE2"
"M01" "U1AGND"
"M02" "OVDD"
"M03" "GPIO30*"
"M04" "U1AGND"
"M05" "VDD"
"M30" "VDD"
"M31" "PCIAD19"
"M32" "PCIAD18"
"M33" "OVDD"
"M34" "PCIAD20"
"N01" "GND"
"N02" "USB2XtalIn"
"N03" "USB2XtalOut"
"N04" "GND"
"N05" "VDD"
"N13" "GND"
"N14" "OVDD"
"N15" "GND"
"N16" "VDD"
"N17" "GND"
"N18" "GND"
"N19" "VDD"
"N20" "GND"
"N21" "OVDD"
"N22" "GND"
"N30" "VDD"
"N31" "PCIAD21"
"N32" "PCIAD23"
"N33" "PCIAD22"
"N34" "PCIC3/BE3"
"P01" "USB2LS1*"
"P02" "TCK"
"P03" "TmrClk"
"P04" "GPIO31*"
"P05" "VDD"
"P13" "OVDD"
"P14" "GND"
"P15" "GND"
"P16" "VDD"
"P17" "GND"
"P18" "GND"
"P19" "VDD"
"P20" "GND"
"P21" "GND"
"P22" "OVDD"
"P30" "VDD"
"P31" "PCIAD24"
"P32" "PCIAD26"
"P33" "PCIAD25"
"P34" "PCIAD27"
"R01" "MemData59"
"R02" "USB2LS0*"
"R03" "GPIO32*"
"R04" "GPIO33*"
"R05" "VDD"
"R13" "GND"
"R14" "GND"
"R15" "GND"
"R16" "GND"
"R17" "GND"
"R18" "GND"
"R19" "GND"
"R20" "GND"
"R21" "GND"
"R22" "GND"
"R30" "VDD"
"R31" "PCIAD28"
"R32" "PCIAD29"
"R33" "PCIAD30"
"R34" "PCIAD31"
"T01" "MemData62"
"T02" "GND"
"T03" "MemData63"
"T04" "MemData58"
"T05" "GND"
"T13" "VDD"
"T14" "VDD"
"T15" "GND"
"T16" "GND"
"T17" "GND"
"T18" "GND"
"T19" "GND"
"T20" "GND"
"T21" "VDD"
"T22" "VDD"
"T30" "GND"
"T31" "PCIIDSel"
"T32" "GPIO48*"
"T33" "GND"
"T34" "GPIO47*"
"U01" "MemData56"
"U02" "MemData57"
"U03" "DM7"
"U04" "DQS7"
"U05" "GND"
"U13" "GND"
"U14" "GND"
"U15" "GND"
"U16" "GND"
"U17" "GND"
"U18" "GND"
"U19" "GND"
"U20" "GND"
"U21" "GND"
"U22" "GND"
"U30" "OVDD"
"U31" "PCIReq1"
"U32" "GPIO46*"
"U33" "GPIO45*"
"U34" "GPIO43*"
"V01" "MemData61"
"V02" "MemData60"
"V03" "MemData51"
"V04" "MemData50"
"V05" "SOVDD"
"V13" "GND"
"V14" "GND"
"V15" "GND"
"V16" "GND"
"V17" "GND"
"V18" "GND"
"V19" "GND"
"V20" "GND"
"V21" "GND"
"V22" "GND"
"V30" "GND"
"V31" "PCIReq3"
"V32" "GPIO44*"
"V33" "PCIReq2"
"V34" "PCIReq0/Gnt"
"W01" "MemData55"
"W02" "GND"
"W03" "MemData54"
"W04" "DQS6"
"W05" "GND"
"W13" "VDD"
"W14" "VDD"
"W15" "GND"
"W16" "GND"
"W17" "GND"
"W18" "GND"
"W19" "GND"
"W20" "GND"
"W21" "VDD"
"W22" "VDD"
"W30" "GND"
"W31" "PCIReq5"
"W32" "PCIReq4"
"W33" "GND"
"W34" "IRQ5*"
"Y01" "DM6"
"Y02" "MemData49"
"Y03" "MemData48"
"Y04" "SVREF1A"
"Y05" "VDD"
"Y13" "GND"
"Y14" "GND"
"Y15" "GND"
"Y16" "GND"
"Y17" "GND"
"Y18" "GND"
"Y19" "GND"
"Y20" "GND"
"Y21" "GND"
"Y22" "GND"
"Y30" "VDD"
"Y31" "PCIGnt3"
"Y32" "PCIGnt2"
"Y33" "PCIGnt1"
"Y34" "PCIGnt0/Req"
"AA01" "MemData53"
"AA02" "MemData52"
"AA03" "MemData43"
"AA04" "MemData42"
"AA05" "VDD"
"AA13" "SOVDD"
"AA14" "GND"
"AA15" "GND"
"AA16" "VDD"
"AA17" "GND"
"AA18" "GND"
"AA19" "VDD"
"AA20" "GND"
"AA21" "GND"
"AA22" "EOVDD"
"AA30" "VDD"
"AA31" "PCIReset"
"AA32" "PCIClk"
"AA33" "PCIGnt4"
"AA34" "PCIGnt5"
"AB01" "MemData46"
"AB02" "MemData47"
"AB03" "DM5"
"AB04" "DQS5"
"AB05" "VDD"
"AB13" "GND"
"AB14" "SOVDD"
"AB15" "GND"
"AB16" "VDD"
"AB17" "GND"
"AB18" "GND"
"AB19" "VDD"
"AB20" "GND"
"AB21" "EOVDD"
"AB22" "GND"
"AB30" "VDD"
"AB31" "GPIO23*"
"AB32" "IIC0SClk"
"AB33" "GPIO26*"
"AB34" "PCIINT"
"AC01" "MemData41"
"AC02" "SOVDD"
"AC03" "MemData40"
"AC04" "MemData45"
"AC05" "VDD"
"AC30" "VDD"
"AC31" "GPIO41*"
"AC32" "SCPDI*"
"AC33" "EOVDD"
"AC34" "SCPClkOut*"
"AD01" "GND"
"AD02" "MemData44"
"AD03" "MemData35"
"AD04" "MemData34"
"AD05" "VDD"
"AD30" "VDD"
"AD31" "SysReset"
"AD32" "SysErr"
"AD33" "GPIO40*"
"AD34" "GPIO42*"
"AE01" "MemData39"
"AE02" "MemData38"
"AE03" "DQS4"
"AE04" "DM4"
"AE05" "GND"
"AE30" "GND"
"AE31" "GPIO52*"
"AE32" "GPIO50*"
"AE33" "GPIO51*"
"AE34" "GPIO49*"
"AF01" "MemData33"
"AF02" "MemData37"
"AF03" "MemData32"
"AF04" "SVREF2A"
"AF05" "SOVDD"
"AF30" "EOVDD"
"AF31" "GPIO56*"
"AF32" "GPIO55*"
"AF33" "GPIO54*"
"AF34" "GPIO53*"
"AG01" "MemODT1"
"AG02" "GND"
"AG03" "MemData36"
"AG04" "MemAddr13"
"AG05" "GND"
"AG30" "GND"
"AG31" "GPIO58*"
"AG32" "TrcClk"
"AG33" "GND"
"AG34" "GPIO57*"
"AH01" "BankSel1"
"AH02" "BankSel0"
"AH03" "MemODT0"
"AH04" "CAS"
"AH05" "SOVDD"
"AH30" "EOVDD"
"AH31" "GPIO63*"
"AH32" "GPIO61*"
"AH33" "GPIO59*"
"AH34" "GPIO60*"
"AJ01" "GND"
"AJ02" "WE"
"AJ03" "BA0"
"AJ04" "RAS"
"AJ05" "SOVDD"
"AJ30" "EOVDD"
"AJ31" "GMCRxDV*"
"AJ32" "GMCCD*"
"AJ33" "GMCRefClk*"
"AJ34" "GPIO62*"
"AK01" "MemClkOut"
"AK02" "SOVDD"
"AK03" "BA1"
"AK04" "GND"
"AK05" "GND"
"AK06" "SOVDD"
"AK07" "SOVDD"
"AK08" "GND"
"AK09" "SOVDD"
"AK10" "GND"
"AK11" "VDD"
"AK12" "VDD"
"AK13" "VDD"
"AK14" "VDD"
"AK15" "VDD"
"AK16" "GND"
"AK17" "GND"
"AK18" "SOVDD"
"AK19" "GND"
"AK20" "VDD"
"AK21" "VDD"
"AK22" "VDD"
"AK23" "VDD"
"AK24" "VDD"
"AK25" "GND"
"AK26" "EOVDD"
"AK27" "GND"
"AK28" "EOVDD"
"AK29" "EOVDD"
"AK30" "GND"
"AK31" "GND"
"AK32" "GMCCrs*"
"AK33" "EOVDD"
"AK34" "GMCMDIO"
"AL01" "MemClkOut"
"AL02" "MemAddr10"
"AL03" "GND"
"AL04" "GND"
"AL05" "GND"
"AL06" "GND"
"AL07" "MemAddr06"
"AL08" "MemAddr11"
"AL09" "ECC3"
"AL10" "SVREF1B"
"AL11" "ECC1"
"AL12" "MemData27"
"AL13" "MemData30"
"AL14" "DM3"
"AL15" "MemData18"
"AL16" "DQS2"
"AL17" "MemData20"
"AL18" "MemData09"
"AL19" "SVREF2B"
"AL20" "MemData03"
"AL21" "DM0"
"AL22" "MemData04"
"AL23" "GPIO21*"
"AL24" "GMCTxD0*"
"AL25" "GPIO25*"
"AL26" "GPIO17*"
"AL27" "GMCTxClk*"
"AL28" "GMCRxD0*"
"AL29" "GND"
"AL30" "GND"
"AL31" "GND"
"AL32" "GND"
"AL33" "GMCRxEr*"
"AL34" "GMCMDClk"
"AM01" "GND"
"AM02" "GND"
"AM03" "GND"
"AM04" "GND"
"AM05" "MemAddr00"
"AM06" "MemAddr03"
"AM07" "MemAddr08"
"AM08" "MemAddr12"
"AM09" "ECC2"
"AM10" "ECC6"
"AM11" "ECC0"
"AM12" "MemData31"
"AM13" "DQS3"
"AM14" "MemData28"
"AM15" "MemData23"
"AM16" "MemData16"
"AM17" "MemData21"
"AM18" "DM1"
"AM19" "DQS1"
"AM20" "MemData02"
"AM21" "DQS0"
"AM22" "MemData05"
"AM23" "GPIO20*"
"AM24" "GMCTxEr*"
"AM25" "GPIO24*"
"AM26" "GPIO19*"
"AM27" "GMCGTxClk*"
"AM28" "GMCRxD2*"
"AM29" "GMCRxD4*"
"AM30" "GMCRxD7*"
"AM31" "GND"
"AM32" "GND"
"AM33" "GND"
"AM34" "GND"
"AN01" "GND"
"AN02" "GND"
"AN03" "GND"
"AN04" "GND"
"AN05" "SOVDD"
"AN06" "MemAddr05"
"AN07" "MemAddr07"
"AN08" "GND"
"AN09" "ClkEn"
"AN10" "DM8"
"AN11" "ECC5"
"AN12" "SOVDD"
"AN13" "MemData25"
"AN14" "MemData29"
"AN15" "MemData22"
"AN16" "GND"
"AN17" "MemData10"
"AN18" "MemData14"
"AN19" "GND"
"AN20" "MemData12"
"AN21" "MemData06"
"AN22" "MemData00"
"AN23" "EOVDD"
"AN24" "GMCTxEn*"
"AN25" "GMCTxD1*"
"AN26" "GPIO18*"
"AN27" "GND"
"AN28" "GMCRxClk*"
"AN29" "GMCRxD3*"
"AN30" "EOVDD"
"AN31" "GND"
"AN32" "GND"
"AN33" "GND"
"AN34" "GND"
"AP01" "GND"
"AP02" "GND"
"AP03" "GND"
"AP04" "MemAddr01"
"AP05" "MemAddr02"
"AP06" "MemAddr04"
"AP07" "MemAddr09"
"AP08" "BA2"
"AP09" "ECC7"
"AP10" "DQS8"
"AP11" "ECC4"
"AP12" "MemData26"
"AP13" "MemData24"
"AP14" "MemData19"
"AP15" "DM2"
"AP16" "MemData17"
"AP17" "MemData11"
"AP18" "MemData15"
"AP19" "MemData13"
"AP20" "MemData08"
"AP21" "MemData07"
"AP22" "MemData01"
"AP23" "SysClk"
"AP24" "AVDD"
"AP25" "AGND"
"AP26" "GPIO16*"
"AP27" "EAGND"
"AP28" "EAVDD"
"AP29" "GMCRxD1*"
"AP30" "GMCRxD5*"
"AP31" "GMCRxD6*"
"AP32" "GND"
"AP33" "GND"
"AP34" "GND"
